sub_id,door_win,door_loss
1242,"['-1.623643279', '-2.609123945', '-2.116982698', '-1.657553434', '-0.03633865342', '1.344403982', '-0.2265230417', '-1.618261337', '-0.9893820286', '-0.3391043544', '0.6162343025', '-1.684257627', '-0.7064142227', '0.7368817329', '0.9222068191', '1.961775184', '-0.4083709419', '-1.718767762', '-1.203334808', '0.7944417', '1.5532372', '1.012388349', '-0.1251133978', '-1.509360671', '-1.784183741', '-0.09363084286', '1.173890471', '1.035262942', '2.160839319', '2.901372433', '0.03602312133', '-0.3810431659', '1.308924675', '2.423891783', '2.126885653', '1.085595846', '2.018170834', '0.03400487453', '-0.3578907549', '1.045285106', '1.1076473', '0.6081016064', '1.164280891', '1.265808702', '-1.220098257', '-0.6761779785', '-1.549596548', '-1.212463856', '0.8958364725', '1.289977789', '-0.2702739239', '-0.577703476', '0.3305087388', '1.252549529', '1.507143021', '1.553625822', '-0.6484782696', '-0.7339792848', '0.5937758088', '1.57860899', '2.051884174', '1.395907521', '-0.9965035915', '0.2146849036', '0.6068807244', '1.048069596', '1.496076226', '0.9961720109', '-0.9093186855', '-0.9650642276', '-0.1807091981', '1.812741041', '1.980884433', '1.473775625', '1.853601933', '1.024085164', '0.8926052451', '2.356184006', '1.693163514', '-0.915201664', '1.655697346', '1.806175947', '-1.380010724', '0.1115259901', '1.238589883']","['0.3653741777', '-0.1849885732', '-0.7601578236', '-0.1757668853', '0.3611370325', '1.55663085', '0.8231242895', '-0.06534971297', '0.2789074481', '-0.5695857406', '0.2101397067', '-0.06818359345', '1.030399561', '0.5320071578', '0.804620266', '1.863191724', '0.870208621', '0.7903249264', '0.495998621', '-0.8044053912', '0.1613052785', '0.6636034846', '1.153530121', '1.050211072', '0.1590605974', '0.2673212588', '0.01786747389', '-0.7411745191', '1.186028719', '1.62593925', '-0.512861073', '0.08772782981', '2.096078157', '2.108968735', '1.359498858', '0.6633737087', '1.99882853', '-0.1870864928', '1.519405961', '2.747855186', '1.454913259', '-0.7430465817', '-0.4025315046', '0.512496531', '1.093353629', '1.592175722', '-0.957354486', '-1.376104236', '-0.004282055423', '-0.6463164091', '-1.69543004', '-1.161619902', '-1.164047956', '0.05127756298', '1.087848306', '1.630786777', '-0.2294766903', '0.2754168212', '1.436381936', '1.60157454', '1.572135091', '1.004165411', '0.996774137', '1.507016778', '0.9316910505', '0.6029387116', '0.7195072174', '0.5255071521', '0.4202304184', '-1.053297639', '-0.5402761698', '1.077138424', '0.7007440925', '0.1426884383', '0.1957603246', '0.4669195712', '0.4191640019', '1.430151105', '1.124525905', '0.8065840602', '2.082452059', '1.633401394', '-0.1944164038', '0.04702528939', '0.8524777293']"
1243,"['0.4909093082', '0.5166934729', '-1.879649043', '-1.373906136', '1.388773918', '2.942353487', '1.179483652', '-0.4742242694', '0.8593612909', '0.8005207181', '-0.4343810678', '0.1772907972', '1.979483724', '2.883257866', '2.537373304', '0.7075595856', '-0.5950737', '0.1197717786', '1.63117981', '2.623889446', '2.508386374', '1.123554945', '-0.5018296242', '1.527208209', '2.11515379', '1.262891889', '0.6200141907', '-0.1539065093', '1.524189234', '0.4367278516', '-0.4455565512', '0.116300337', '0.2367289662', '1.38937676', '1.772734404', '1.516654015', '1.038017631', '-0.8304268122', '-0.4913131893', '0.2288872749', '0.5154770017', '0.9691513181', '1.794310331', '2.119072676', '-0.8085394502', '0.2390943915', '0.4071059227', '0.2601858675', '1.07033658', '0.9360568523', '-0.6178658009', '-1.815499067', '-0.2902635634', '0.775462389', '1.194644928', '0.7319571972', '-1.110828996', '-0.9258173704', '-0.2703799605', '1.118471026', '1.006115794', '0.7442720532', '-0.6558843255', '-0.6810547709', '-0.2969152033', '0.08028466254', '1.792254925', '2.181280851', '-1.441934228', '-1.776470542', '-0.255825758', '1.839980483', '1.614439845', '0.5888171196', '1.499529004', '1.233380079', '2.33658123', '2.830333471', '1.822819471', '3.393825769', '3.350221157', '1.358132005', '1.894506693', '0.8288217783', '0.3223372698']","['0.6873341799', '1.689707637', '-2.436755657', '-1.350874305', '1.707719445', '2.907537222', '1.416955948', '0.2928945422', '2.034377813', '1.221815109', '-0.4377239645', '-0.09386715293', '1.850897908', '3.850451708', '3.570521116', '2.277435303', '-0.5766550303', '-0.05446974933', '1.483339787', '2.706423998', '2.733155966', '1.947683215', '-0.5838423967', '1.392200708', '1.869741559', '0.6081390381', '0.3998759985', '-0.3137830496', '2.724886179', '2.397827148', '-1.469476819', '-0.6204500794', '-0.4737598598', '1.233300328', '2.668838978', '2.428733826', '2.640457153', '-1.639909744', '-0.5563009977', '-0.4160270095', '-0.1275084764', '1.156054497', '2.417625666', '3.429193258', '-0.626447022', '-0.5227138996', '-1.170668364', '-0.1060497686', '1.674745083', '1.861819625', '-1.704540849', '-3.716284275', '-1.601599336', '0.68294698', '2.018512487', '1.24978745', '-1.552276492', '-1.143063545', '-1.20204556', '1.365750194', '2.427902937', '1.796430707', '-0.5642707348', '-1.741204858', '-0.2473578751', '1.223666191', '2.842622519', '3.607686996', '-2.627159357', '-2.545758724', '0.3091290891', '2.730479956', '2.661761522', '0.6199765205', '1.676764727', '0.9354395866', '1.425792456', '2.88453126', '2.488058805', '1.752740979', '2.933875322', '2.653249025', '0.2453709245', '0.5740973949', '1.93009603']"
1244,"['2.491127014', '2.774194479', '-0.006035611965', '2.011716366', '1.493852615', '1.313379884', '1.267610312', '1.890020251', '2.223514557', '2.296212673', '1.946693301', '0.5046385527', '0.9436019659', '2.591255426', '1.524684072', '1.447821379', '1.568852425', '0.5976650715', '1.387511969', '1.720954418', '0.8624233603', '0.9543122053', '0.4625097513', '0.8366904259', '2.81524229', '2.301647186', '1.674181104', '1.069240212', '2.30983448', '1.16992414', '1.212885618', '2.228861809', '0.7137361765', '0.2080197334', '0.6739352345', '0.4767235816', '0.02833814174', '0.8506126404', '1.471964121', '1.270899534', '1.143743753', '1.092194676', '-0.460116297', '-0.4790825248', '0.7659808397', '1.291927218', '1.37243402', '1.472871065', '0.8546710014', '0.07273731381', '-0.2512548864', '0.2433066219', '-0.1132064536', '0.8985479474', '1.983886719', '2.46072197', '1.143940926', '1.342775226', '0.3578067422', '1.266091704', '1.064093471', '0.5472163558', '0.8004954457', '0.8158289194', '1.963803172', '2.069811821', '-0.4446212947', '-0.8114801049', '0.6281768084', '1.50535512', '1.67656076', '0.1940791756', '-0.1527146697', '0.6981040835', '1.21711278', '0.9310846329', '0.6016792655', '1.412593484', '1.660685301', '0.6092607975', '2.409793854', '1.621492863', '0.7965480089', '2.690917253', '2.641731739']","['1.335865855', '1.187236905', '-1.403389215', '0.5440899134', '0.7467494011', '0.3834696114', '1.003300905', '0.865478754', '0.9406195879', '1.156272292', '1.512685776', '-1.645036578', '-0.6016273499', '1.035831451', '1.18765676', '2.119187593', '-0.2378804684', '-0.5540109277', '0.2082904279', '0.5870374441', '0.7629001737', '1.551590919', '-0.6942417622', '0.1671359688', '1.398270488', '0.9276260138', '0.9554406404', '0.9382147789', '1.075060248', '1.051295519', '0.7311674953', '0.03141256049', '-0.9200738668', '-0.6373248696', '0.3582459092', '1.018381715', '1.069024682', '-0.2332926691', '-0.2256345898', '0.7743204832', '0.7722545862', '0.8911350369', '0.3262895048', '0.5340852141', '-0.06570212543', '1.476030946', '0.9757480025', '0.4564682543', '0.1222743765', '-0.2635255754', '-0.7386333942', '-0.7010048032', '-1.395728707', '-0.3311864138', '0.7516048551', '1.149866104', '0.09117785841', '-0.5836279988', '-0.8801484704', '0.3217024207', '0.8063379526', '0.6756495237', '-0.3991771638', '0.3720459342', '1.537948251', '1.98622191', '-0.03696671128', '-0.9471399188', '0.7787922025', '1.040410876', '1.277556658', '-0.2307782471', '-0.9673615694', '-0.3054652512', '-0.1154148579', '-0.02489524521', '-0.9648702741', '-0.2168015242', '0.07348257303', '-0.7750769258', '0.8063358068', '0.6882472634', '0.3925253153', '1.751020551', '2.168932676']"
1248,"['2.26227951', '2.132261038', '0.810733676', '1.56242919', '1.364843607', '0.07468146086', '-0.8895371556', '0.5904780626', '0.6664872766', '-0.6095058918', '-1.815258384', '-0.2968301177', '0.8560584188', '0.8959233165', '0.1389558762', '0.05666159466', '0.005124635994', '-0.1629063785', '0.7015380859', '0.4672017097', '-0.5053713918', '-1.135113358', '0.1303628832', '0.2470593899', '0.1293534786', '-0.9889127016', '-1.366006613', '-1.797506928', '-0.9941363931', '0.2505924106', '-0.9324550629', '-0.8699973822', '-0.3599651754', '0.4437517822', '0.5170832872', '-0.4123438299', '0.03975407034', '-0.6327881813', '-0.4306379855', '-0.430731982', '0.3174445927', '0.1615583897', '-0.2989881039', '-0.5944577456', '-0.2128094584', '-0.2640847862', '0.7202670574', '0.04970979318', '-0.398343116', '-0.09063412249', '0.7231910825', '-0.2659740448', '-1.132712126', '-1.202011228', '-1.103746891', '-1.902600288', '0.323427707', '0.3218106031', '-1.356670022', '-0.04959265888', '-0.6828970909', '-1.719672441', '2.067464352', '-0.2362838387', '0.2156006694', '-0.3613972366', '-0.9317513108', '-1.066889286', '1.447631717', '1.499114633', '0.4954341948', '-0.043632783', '-0.2230333239', '0.6845695972', '-0.4570908248', '-1.874800444', '-0.3771438003', '-0.600259304', '-2.175709009', '0.49894014', '-0.08207648993', '-1.629918218', '3.086142302', '0.7355251908', '-0.4350365698']","['1.807673693', '1.611689568', '-0.3295855522', '-0.3273412287', '0.6317598224', '-0.3561601043', '-1.372429132', '0.4372859001', '0.791424334', '-0.3767519295', '-1.586969972', '-1.454323649', '-1.323675156', '-1.24196887', '-1.21408546', '-0.2232746035', '-0.4518182278', '-1.242305279', '-1.107688785', '-1.134798646', '-1.393808484', '-1.346929431', '-0.209234342', '0.01290348545', '0.1362444013', '-0.9589858055', '-1.452407718', '-1.502530575', '-2.006360769', '0.3035782874', '-0.3913018703', '0.3292576075', '-1.953961849', '-1.532065034', '-1.250700593', '-1.324745893', '0.2805423737', '-0.4398871958', '-0.2308956683', '-1.872926354', '-1.751128674', '-0.8880892396', '-0.7479013205', '-0.5724651217', '-0.5255239606', '-0.8452365994', '0.7104561329', '-0.4536655247', '-0.50659585', '0.01059629302', '1.921081066', '1.196596026', '-0.9564153552', '-1.000176072', '-0.6154584885', '-0.9123111367', '1.493891358', '1.181603312', '-2.237335205', '-0.7996208072', '-0.53970474', '-0.9064733982', '1.75666523', '-1.802577019', '-0.8690012693', '-0.355768919', '-0.6321430802', '-0.9276971817', '-0.01012377255', '1.070420146', '0.213246718', '-0.01884744875', '-0.382414937', '-0.134600997', '-1.336899042', '-1.197669148', '-1.502364278', '-2.28911829', '-1.821157217', '-1.164572597', '-1.628651023', '-1.588063002', '1.319691539', '0.03917090595', '-0.1018426418']"
1249,"['0.7195734978', '0.5885047317', '1.173769951', '0.6002217531', '0.4116725326', '1.726270676', '0.9624649286', '2.255921841', '0.06352918595', '0.08714387566', '-0.07592053711', '-1.88346529', '-1.796983123', '-0.8161184192', '0.9421405196', '1.096499324', '-0.2672994435', '-0.2544836998', '-0.2752740085', '-0.3226529956', '0.5607135892', '-0.03552127257', '2.065775394', '2.632380486', '1.259575009', '-1.667702079', '-1.829388976', '-1.345512033', '0.777967751', '0.5900322795', '1.06567502', '-0.4123267531', '-1.382782698', '-1.687258363', '-1.268030763', '0.2058745325', '0.7640358806', '1.149864435', '0.2740394771', '-0.4775861502', '-1.325856566', '-1.698956966', '-0.9841765165', '-1.133327484', '1.439527988', '0.9614101648', '-0.8551957011', '-2.88224268', '-3.238893032', '-3.118924618', '-2.293919086', '-1.940177202', '-2.904920101', '-2.080649614', '-0.5629100204', '0.5667377114', '1.936984897', '0.03907746077', '-1.754468441', '-1.885947824', '-1.5983603', '-0.2409014851', '1.471455574', '-0.978322804', '-1.824995756', '-1.836900592', '-1.868103981', '-1.609841585', '-0.7146882415', '-2.048158169', '-1.780066371', '-1.534379244', '-2.674838305', '-2.800804853', '-3.38180995', '-1.554246664', '-3.919604063', '-3.788099527', '-1.004495382', '-4.285462379', '-3.820640802', '-1.7623806', '-3.902696848', '-4.074927807', '-2.964731693']","['0.1596582979', '0.3532299399', '0.1796824783', '-0.6821516156', '-0.3846755028', '0.5257517099', '0.4356929958', '1.505956769', '0.2679288387', '-0.002569650766', '-1.231346607', '-2.996313572', '-2.677823305', '-1.842009425', '-0.1941549927', '0.2160039693', '-1.041381121', '-0.7283993363', '-0.8768800497', '-1.197799802', '-1.136467695', '-1.135701656', '1.255913496', '2.189869642', '1.377468824', '-0.8272111416', '-1.692733288', '-2.33768034', '-0.9087266922', '-0.6753981113', '0.3394534588', '-3.156643867', '-3.606385708', '-2.804819345', '-2.374060154', '-1.210078478', '-0.4622700214', '0.05049521476', '-2.078139305', '-2.127112865', '-2.203784466', '-2.566738129', '-1.740241289', '-1.641095757', '-0.5855841637', '0.04468598962', '-0.7604656219', '-2.378271103', '-2.475749016', '-3.062073231', '-3.664549828', '-3.917508841', '-4.385825157', '-3.008286715', '-1.789177179', '-1.060119987', '-0.1714058071', '-2.242345572', '-3.427533627', '-3.139206886', '-3.029246807', '-1.810401082', '-0.8004261851', '-2.689819574', '-2.846027613', '-2.859567404', '-2.534726858', '-1.974828839', '-1.892325282', '-2.571983337', '-2.257413864', '-1.695915103', '-2.619096994', '-2.98243165', '-3.017353773', '-2.166781425', '-3.83575654', '-3.447248459', '-1.788387895', '-4.596459866', '-4.233817577', '-2.976300478', '-4.468857288', '-4.324327469', '-3.478495836']"
1251,"['0.04386096075', '0.4873413146', '0.7299612164', '0.1928281337', '-0.9033469558', '-0.9372137189', '-1.215127587', '-1.076610327', '-1.011804223', '-1.245390415', '-0.8640863895', '-0.961112082', '-0.1550598294', '-1.141202927', '-1.438142419', '-1.927570105', '-0.09375321865', '0.1444405764', '-0.9333851933', '-2.283790827', '-1.492593646', '-1.331635952', '-0.4932551384', '-0.8030043244', '-1.086046815', '-0.7200261354', '-0.2126168162', '-0.5952515602', '0.3648699522', '0.8255284429', '0.6538219452', '-0.8615116477', '-1.481899261', '0.3029045761', '-1.327446461', '-0.3186870813', '0.5300226808', '1.646692276', '0.1296723038', '-0.7231892347', '-0.4199399352', '-1.63969779', '0.1348073184', '0.1742902547', '0.2458614111', '-0.2143880427', '-0.1006209031', '0.9854673147', '1.708566189', '0.5527003407', '1.086701632', '0.7330330014', '0.4438827932', '0.5833060741', '0.6355575323', '2.108721733', '0.5860210061', '0.9058898687', '-0.07439801842', '1.107231379', '0.1928954273', '2.433140516', '0.5791257024', '-0.02075583301', '0.9244089723', '0.1957552284', '2.497840405', '2.721925735', '0.3186320961', '0.9043933153', '1.737650514', '2.652264595', '1.315577507', '0.8756000996', '1.285007715', '1.3401196', '-0.115390718', '0.1678793579', '0.412868619', '0.5520448685', '0.6399047971', '0.7791463137', '1.180311799', '1.669914126', '1.383656144']","['-0.08225429058', '1.260419488', '-1.104857564', '-0.2323235273', '-0.1490373015', '-0.07268673182', '-0.5673641562', '-1.289214611', '0.7470092177', '0.2926752865', '-0.4963302612', '-0.1725711226', '0.7199457884', '1.082561731', '-0.1382283121', '-1.529385567', '-1.831555247', '-0.7102124691', '-0.08914150298', '-0.2240822911', '-0.09319931269', '-0.7392135859', '-1.610676289', '-1.92231977', '-0.9307514429', '-0.1792458743', '-0.2287301272', '-0.2611325979', '0.05575749278', '0.3498549461', '0.5029501915', '-0.8180188537', '-0.3686498404', '1.065625906', '0.3729787767', '0.2461743057', '-0.03692056984', '0.8364278078', '-0.6499500871', '0.4270994067', '1.09480226', '-0.1354398131', '0.3207880557', '0.5955433249', '-0.853582561', '-0.02449284121', '0.7273384333', '0.4478104711', '-0.1828556806', '0.1159989014', '0.155184269', '-0.02178189717', '-0.3569740653', '-0.4955231249', '-0.587405324', '1.081885815', '0.7880123258', '0.1174620688', '0.2429457158', '0.7518196702', '-0.4119400084', '0.9328655601', '-0.6041164994', '0.5738258958', '1.555711389', '-0.2501238585', '0.5755405426', '1.832460523', '0.05161521584', '1.507963419', '1.4358325', '0.8270539045', '0.7797700167', '-1.019157887', '-0.149751395', '0.7671741247', '-1.732948422', '-1.032805204', '-0.1472461522', '-0.3605624139', '-0.3560913801', '-0.7180464864', '-0.05079520866', '0.7527591586', '-0.1069019735']"
1255,"['-0.2526075542', '-0.4857205451', '0.007224146742', '-1.543141127', '-1.368983984', '-0.2804166377', '0.2063487321', '-0.9693261385', '-1.676029801', '-1.185826898', '-0.9091681242', '-1.593446374', '-2.206137896', '-1.876280069', '-0.9636986852', '-1.117360115', '0.4665672779', '-0.8768283725', '-1.900547743', '-1.635883808', '-0.7219470739', '-0.8924407959', '0.08098384738', '0.1289164722', '-0.9791222215', '-0.419123292', '-1.085077763', '-1.935880303', '0.1323784739', '0.2649260461', '-0.1771853268', '-1.523070574', '-0.9804629087', '-0.1316232532', '0.1564397812', '0.536136508', '0.1450024545', '-1.082648635', '-1.290789008', '-0.9909974337', '0.2338175476', '0.383035183', '0.6842128038', '-0.2350681573', '-0.7714298964', '-0.2335344553', '0.003489290364', '1.038917303', '0.5939787626', '-1.160340309', '0.03238935769', '-0.7035263181', '-1.564619303', '-0.8037313819', '-0.4201104641', '-0.2711465359', '-0.8126711845', '-1.638336658', '-0.06405553222', '0.6906294227', '0.4468378127', '0.5045294762', '-0.7462581992', '1.535263538', '1.400063992', '0.5156199336', '0.6542396545', '-0.5040379167', '1.27867353', '1.236760974', '1.328202844', '0.7505331039', '-0.7401242256', '-0.3929323554', '0.164254725', '1.189852118', '-0.5177329779', '0.108776778', '1.374860644', '0.9190550447', '1.053661227', '1.256920576', '1.623196244', '1.653558135', '0.8522610068']","['0.06508505344', '0.7985563278', '0.4124377072', '-0.4122073948', '-0.2078158706', '-0.1997452229', '-0.1105148569', '-0.6639361978', '-0.3676252663', '-0.5578995943', '-0.2935061157', '0.07600474358', '-1.441118479', '-0.9806362391', '-0.0325143002', '-0.7790955901', '0.8480655551', '-0.2255878597', '-0.6492190957', '0.4837419391', '0.7881683707', '-0.5741092563', '0.5718027949', '0.3005209267', '0.153521955', '1.116566896', '-1.018907547', '-1.673657775', '0.3232379854', '0.3499453366', '0.0181852188', '-0.09994629025', '-0.7217517495', '-1.14882946', '0.2612758577', '1.753020048', '0.9700453877', '-0.1743125468', '-0.5064552426', '-0.8410817981', '0.2543369234', '1.140716076', '1.382331967', '0.2383746952', '0.09569129348', '0.4356920421', '0.8598484397', '1.745037794', '0.1605404466', '-1.214654922', '0.2313618958', '0.3656457663', '-0.946711421', '-1.040749311', '-0.1759100705', '0.7453663945', '0.4967696369', '0.1633259505', '-0.1337231845', '-0.5701467395', '-0.2931069434', '1.227039337', '0.4542664289', '1.651511192', '0.9627383351', '0.2072947472', '0.8887634873', '-0.08770980686', '1.925396919', '1.857724428', '1.607035875', '0.7577310205', '-0.7007327676', '0.6499057412', '0.6547060609', '2.559328079', '0.6710191965', '0.6692562699', '1.759822607', '1.244203329', '0.2523346841', '0.4489407241', '1.971416116', '1.29285872', '0.3101802766']"
1276,"['1.638046741', '1.130212426', '-1.2227422', '0.5706374645', '0.8749514222', '0.3578243852', '-0.04707077146', '-0.3973510563', '0.6610747576', '0.14668715', '-0.5926585197', '1.067950845', '0.2144727409', '-0.7941428423', '-0.1624081284', '1.124493837', '-0.9813988209', '-1.089040637', '0.03833660483', '-0.008649967611', '0.1748908907', '0.6550888419', '-2.222826481', '-1.766009092', '0.04535980523', '0.9483552575', '1.254459143', '1.487308502', '-0.9387600422', '-0.5080965161', '0.06324823946', '0.007035458926', '0.8540856838', '0.4345965683', '-0.08718457818', '-0.4483750463', '-0.2660551667', '-0.1203559041', '-0.914150238', '-0.8418836594', '-0.8083165288', '-0.275529772', '0.1002397612', '-0.03408659995', '-1.136519551', '-0.9452486634', '-0.7572082281', '0.2319965214', '1.000614166', '1.257721305', '-0.2462709695', '0.3208949268', '-0.6066408753', '-0.4857832789', '-0.1735044122', '-1.154525042', '0.2829999626', '-0.1462679952', '-0.8651687503', '-1.113483667', '-0.8327336907', '-1.598073602', '-0.8457044363', '-1.097248554', '-1.751307249', '-1.355515122', '-0.8037589192', '-1.141270995', '-0.7302365303', '-0.6684798598', '-0.6925145388', '-0.4813627601', '-0.3293262124', '-0.5876836777', '-0.5252741575', '-0.2283786684', '-1.199129224', '-1.118885994', '-0.9033714533', '-1.518978715', '-1.926617146', '-1.815609813', '-1.262080908', '-2.065146208', '-0.9104371667']","['0.5949757099', '-0.3787274361', '-1.723288059', '-0.1857931316', '-0.009156793356', '-1.062952518', '-1.156455517', '-0.6167978644', '0.05068334565', '-0.7620444298', '-1.319951892', '0.1389342993', '-1.059758544', '-2.169803858', '-2.374684811', '-0.6490439773', '-1.21240437', '-2.493844986', '-0.3357688785', '0.1178671569', '-0.797390759', '-0.5563769937', '-1.762449861', '-2.334172726', '0.2520299554', '1.426145792', '1.253937125', '0.8886932135', '-1.396059752', '-1.235297561', '-0.9778590798', '-1.24545157', '-0.6853477359', '-0.4971009791', '-0.6879658699', '-1.334152818', '-1.298691988', '-0.4938538074', '-1.356832504', '-2.281547785', '-0.8795821071', '0.3578200638', '-0.9426649809', '-0.7694402337', '-0.9149239063', '-1.628148198', '-1.019511938', '0.1667978764', '0.9352030158', '0.9385054111', '-0.4819205701', '-0.03118115105', '-1.40087235', '-1.996320009', '-1.523435116', '-1.970130324', '0.1499563158', '-0.3153451681', '-1.025907874', '-1.730049014', '-0.9338047504', '-1.310124636', '-0.2494198829', '-0.9770936966', '-1.362046957', '-0.7542825937', '-0.7934337854', '-1.339298129', '-0.5793734789', '-0.4762928188', '-0.7680143118', '-0.701890409', '-0.3401123583', '-0.9334502816', '-1.538508177', '-1.580038548', '-1.790105104', '-1.721469879', '-2.27503705', '-1.914240122', '-2.191639423', '-2.116873264', '-1.364477992', '-1.820755482', '-0.3720088601']"
1286,"['-0.1101387441', '-0.8480682969', '-0.5196396708', '-1.429535747', '-2.523827076', '-3.025604486', '-2.715129375', '-0.7745189667', '-2.858968258', '-2.066445827', '-0.9400977492', '-0.3024452627', '1.485590458', '0.4030035138', '-1.047021985', '-0.1566670537', '0.7263048887', '-0.8953321576', '0.4240557253', '-1.368144989', '-2.573171377', '-2.855635166', '1.319514036', '-0.4278143644', '-0.7564669847', '-1.295039058', '-0.7639884353', '0.07412822545', '0.8747648001', '2.652991772', '2.452121258', '1.852460742', '2.409377098', '2.686754942', '0.94082129', '0.2207538784', '1.216036558', '0.7752095461', '0.700941205', '1.591167569', '2.938569784', '1.507204175', '0.1212427542', '-0.05769558996', '0.4065050483', '0.8848435283', '1.805932879', '2.213340521', '2.881890059', '1.877246618', '2.29888773', '3.1852808', '1.828000069', '-0.288528353', '0.2307624221', '1.390027285', '2.85821557', '3.797299147', '4.201416969', '2.500976324', '1.388122678', '1.289275885', '3.356158972', '4.816979408', '4.594429016', '3.147173405', '1.642991185', '1.219458222', '3.864983559', '4.121548653', '3.753270864', '2.772733688', '1.215197921', '-0.08730309457', '-0.7006388903', '-0.02271558717', '-0.1470346302', '-0.9872130752', '-0.405970335', '1.57360673', '1.895503163', '1.459841847', '2.297755003', '4.330211163', '4.012980461']","['0.05446911976', '0.6029247046', '-1.672952414', '-1.337011814', '-2.306782722', '-2.785759926', '-2.438717127', '-0.9639381766', '-2.247027636', '-1.832961679', '-1.412227154', '-1.055605412', '0.4454837143', '0.4603587985', '-0.465603739', '-0.06440468132', '-0.7542030215', '-1.852910519', '-0.2664797008', '-0.545799613', '-1.225463152', '-1.441930771', '-0.2732972205', '-1.820248246', '-1.062485695', '-0.4726837575', '0.4185450077', '0.5303082466', '1.319144964', '2.224707127', '0.4335738719', '-0.2206579447', '1.489288926', '3.246714115', '2.554419279', '1.128249168', '1.285176039', '-0.2377486229', '-0.9103159904', '0.550770402', '3.587854624', '3.149219751', '1.024932981', '0.2588709593', '-0.7546402216', '-0.1832288504', '2.014137745', '2.911114931', '3.464339256', '1.95810473', '1.112356663', '1.78726995', '1.59635818', '-0.1728271693', '0.5721793771', '1.810243487', '0.9330560565', '2.669727564', '3.453922987', '2.402266741', '2.328531265', '1.7910676', '2.361917734', '4.000821114', '4.743877411', '4.12941885', '1.951246262', '1.13617003', '2.608122349', '4.377898693', '4.717963219', '3.724455595', '1.736638546', '-0.6258707643', '-0.877448976', '0.04476474971', '0.2613183558', '-0.7174326777', '0.1711057127', '2.077774048', '1.434905529', '1.041924596', '2.394483805', '3.388171911', '2.735448122']"
1294,"['0.2339172661', '0.2966428399', '1.305881381', '2.234167576', '1.326395988', '-0.4460717142', '0.07335935533', '1.313917756', '0.003286748426', '-1.103711724', '-1.065959334', '0.1010882258', '0.8935453296', '0.331440717', '-1.321552515', '-2.099043131', '-1.245806813', '0.9936180711', '2.364640713', '1.15589416', '-0.7046204209', '0.0586212799', '-1.620356083', '0.4687966108', '1.276464462', '-0.2059705853', '-1.661162615', '-1.231047869', '0.592377305', '-0.3628925681', '-1.309497833', '-0.4036357403', '0.3265355825', '-0.9662835598', '-0.8221796751', '-0.06130019575', '-0.467718333', '-1.097762942', '-0.6876677871', '0.8109323382', '0.2197791487', '-1.114323378', '-1.379956245', '-0.7636614442', '-1.145615578', '0.3846868873', '0.8185768127', '-0.6220576763', '-2.025184631', '-1.740286589', '-0.9672113657', '-0.06346756965', '-0.4424898922', '-1.780053854', '-1.488185048', '-0.2675656676', '-0.5019344091', '0.03442960605', '0.2596641779', '-1.516857266', '-1.235939145', '0.1867770404', '0.1530294865', '0.6956517696', '-0.4445015192', '-1.186203599', '-1.806573629', '-2.054017067', '0.02548215538', '0.005016433075', '-0.6538583636', '-2.407782078', '-2.956621647', '-0.836130619', '-0.1318156868', '-0.3487085402', '-1.201932549', '-1.093165278', '-1.317670465', '-0.7138590813', '-1.045251608', '-0.6902778149', '0.06082931161', '0.3074822426', '0.3100380003']","['0.4752157629', '0.5232026577', '-0.1048871428', '0.8962641954', '-0.3884239197', '-1.515841365', '-1.217250347', '-0.2152796686', '-1.080611229', '-1.631620288', '-1.17316556', '-1.26049149', '0.9017386436', '0.2734771967', '-1.551301479', '-1.392611861', '-1.653156877', '-0.05049851164', '1.4846071', '-0.2768234611', '-1.522650242', '-0.5538150668', '-0.8106511235', '0.3106142581', '0.4368503988', '-0.9077079892', '-2.006545544', '-1.473296523', '0.3979011476', '0.5180904269', '-1.602450609', '-0.7106338739', '0.6505440474', '0.512831986', '-0.3256500363', '-0.7798631191', '-0.475997299', '-1.325436234', '-0.7345893979', '0.76516366', '0.3757693768', '-1.249417901', '-1.653346658', '-0.7546077967', '-0.8591838479', '0.1426961124', '0.1734196097', '-1.291943789', '-2.852763414', '-2.115040779', '-0.8781346679', '-0.1575683355', '-0.9459810257', '-0.7895239592', '-0.03810416535', '0.3216954172', '-0.3965431154', '-0.6271443963', '-0.637486279', '-0.7649562359', '-0.8728948832', '-0.8162827492', '-1.40493834', '-0.8313499689', '-1.003009677', '-1.988622546', '-2.373431683', '-1.429937005', '-1.493170261', '-1.459261179', '-2.073751211', '-3.160607576', '-2.156233549', '-1.046961069', '0.8812671304', '1.378281474', '-1.144374251', '-0.05653246865', '-0.1034980491', '-0.8401029706', '-0.9429978728', '-1.523682594', '-0.7374674678', '-0.8796525002', '-2.017247915']"
