sub_id,door_win,door_loss
1242,"['-0.4819912612', '0.8919311166', '0.1176996827', '1.070395947', '0.9268354774', '0.1512300521', '-0.762643218', '0.2647879124', '0.6928622723', '0.5061786771', '1.837813258', '1.588686109', '1.500358343', '2.02663064', '0.3627440631', '0.3319647014', '1.016796231', '1.553536177', '1.881246448']","['-1.132163286', '0.06990613043', '-0.3902202845', '1.22255218', '-0.0680853948', '-0.5471459031', '-1.09640336', '1.128900886', '0.6242386103', '0.007047144696', '1.77020216', '0.7535455823', '0.6590078473', '1.475870013', '0.2707948685', '0.9666288495', '0.8281084895', '1.271330476', '1.748010755']"
1243,"['-1.191181183', '-0.596817553', '-0.5931337476', '-0.8050652146', '-0.03352780268', '-0.4135890901', '-0.6921755075', '0.36378178', '-0.1831278056', '0.4983583689', '1.421686292', '-0.6106301546', '0.9023917913', '2.51421237', '0.8329246044', '0.8905352354', '1.361680388', '1.737053037', '1.015728116']","['-0.07728727907', '0.4871521592', '0.7526498437', '0.6182297468', '0.5910415649', '0.3598620892', '-0.04979788512', '0.9461168647', '0.1933644265', '0.8827383518', '1.795634031', '-0.4548060298', '1.009141445', '2.193680286', '0.5601876378', '0.4383300245', '0.9343562126', '1.630464911', '0.6287095547']"
1244,"['1.569625497', '1.662570357', '1.928520441', '1.423658133', '2.281409502', '1.531000733', '2.242634296', '1.292577028', '2.618732929', '2.800242424', '1.851534486', '1.887069702', '2.513571024', '2.531664371', '1.927397847', '1.764518023', '1.971449256', '1.046447754', '1.257953763']","['1.604165316', '1.44941318', '1.767532468', '0.8059033155', '0.7765760422', '1.267545819', '1.691223741', '0.927233994', '1.699097991', '1.547870994', '0.6221584082', '0.3052338064', '0.5379152894', '0.3640484512', '1.188601375', '0.442525804', '0.2970004678', '0.2198893726', '-0.3860162795']"
1248,"['-1.064748168', '-0.6003474593', '-0.2449017614', '-0.8895594478', '1.208825469', '-0.9428405166', '-0.1158213168', '-0.3053777814', '0.1863916367', '0.9832238555', '0.4605467021', '0.5360797644', '1.427459121', '1.204560399', '-0.05688836798', '0.8901996017', '1.508456588', '1.181883335', '1.402459383']","['-0.6664845347', '-0.4745458663', '-0.07292120904', '-1.06777823', '0.8085367084', '-0.1709918231', '0.2281105369', '-0.7906050086', '0.2546755672', '0.7960702777', '-0.1521279514', '0.268972367', '0.8762541413', '0.275180608', '-0.2747097015', '0.3516909778', '0.4956499636', '-0.1867946684', '0.2345325202']"
1249,"['-0.6658806801', '-0.3799394071', '-0.1506688297', '0.4129548669', '1.4734869', '-0.7804577947', '-0.6905234456', '-0.8088598251', '-0.5705443621', '-0.5610976815', '0.3422931731', '0.5074359179', '0.09526993334', '0.2740762532', '-0.190318957', '-0.6264354587', '-0.376953572', '0.4625145793', '0.1540166587']","['0.1020945087', '0.3122267425', '0.5442682505', '-0.3505430818', '0.2369454354', '0.2098471969', '-0.06017933041', '-0.6192650199', '0.07369425893', '-0.0229590144', '0.07104255259', '0.3287121356', '-0.2120831907', '-0.3761204183', '-0.04583622143', '-0.2486648709', '-0.1137051806', '0.3070504069', '0.1466358751']"
1251,"['2.296587944', '0.7358905673', '1.102109075', '0.6978495121', '1.136099339', '1.697831392', '2.517529488', '1.736701846', '1.167699575', '1.627577662', '0.8653376102', '2.003283262', '2.291624546', '1.9508605', '1.981550217', '1.938063741', '2.528974295', '1.486530662', '1.893186212']","['0.9428297877', '-0.4819475114', '-0.189265281', '-0.3223774731', '-1.384038329', '1.23658371', '1.666388035', '0.6138558388', '0.1310715824', '0.396481663', '-0.1719551235', '-0.1685948372', '-0.3832346201', '-0.5614266396', '1.324302435', '0.6639946103', '0.9421287179', '-0.4622972906', '-0.8189218044']"
1255,"['-1.211109996', '-0.09096630663', '-0.1274418235', '0.8480180502', '-0.3691350222', '-1.323227882', '-1.635773897', '-0.4720681012', '-0.3023241162', '-0.5101550221', '0.02428456582', '-0.2094294578', '-0.1788753867', '-0.1068963259', '-1.089915156', '-1.121771574', '-1.088553071', '-0.5797983408', '-0.9290468693']","['-1.783911228', '-0.6530196667', '-0.8356450796', '-0.1050251797', '-0.5977652073', '-1.880043745', '-2.332761049', '-0.8315907121', '-1.556157947', '-1.656843185', '-0.8992150426', '-1.180199385', '-1.389469147', '-1.204791069', '-2.0364995', '-2.090160847', '-2.181526184', '-1.260428786', '-1.928032994']"
1276,"['2.059361219', '0.5739821196', '0.9409701824', '0.1465040892', '-0.5639525056', '1.382533669', '1.584472775', '1.216090322', '0.1934919506', '0.3518655598', '0.1475450099', '-0.4495279193', '-0.875066638', '-1.28179872', '2.432876587', '0.1974392831', '0.05566634983', '0.61445719', '-1.14276278']","['1.568624616', '1.122060657', '0.8763404489', '0.4167131484', '0.6858819723', '2.282241106', '1.717531323', '1.221993685', '1.815010428', '1.438439012', '0.8492907286', '0.8558377624', '0.7543996572', '0.1523292214', '2.505537748', '2.01665473', '1.415764213', '1.462601423', '0.325237155']"
1286,"['1.282598495', '2.741871357', '2.14365983', '1.134009838', '1.852616668', '1.881278753', '2.080189943', '0.3029424548', '2.951606274', '2.843141794', '1.675801516', '2.906282425', '2.509662867', '1.799604654', '0.9114819169', '1.969750404', '1.479140043', '1.060331583', '1.544641018']","['0.7322699428', '0.7887731791', '0.7143794894', '1.094987631', '0.7963978648', '2.071776867', '2.042363644', '0.6065626144', '1.767562628', '1.356992483', '1.313512087', '1.424120069', '0.8528308272', '1.286785483', '1.587686419', '1.949771881', '1.185745001', '0.8368185163', '0.8814466']"
1294,"['0.4145477712', '2.444849014', '2.346362352', '1.342983484', '1.73069036', '2.406064034', '2.216079712', '1.471844196', '2.369302988', '2.354897499', '1.622535229', '0.3823407292', '2.113040209', '1.886002421', '2.634722233', '0.9480941296', '1.696720123', '1.809458494', '1.769248247']","['-0.9765837193', '1.742815256', '1.588948607', '1.330652595', '2.14371419', '0.975219667', '0.2516216636', '0.9965587854', '1.194560885', '1.136734486', '0.7263833284', '-0.1139586642', '1.550244927', '0.5181343555', '2.04604578', '0.8741047978', '1.231446862', '0.9249024391', '1.290635586']"
1301,"['-3.767435312', '-3.227856159', '-2.499126196', '-0.7907866836', '-1.206045866', '-4.259663105', '-4.600580692', '-0.6111790538', '-3.83045435', '-2.790729046', '0.6288807392', '-1.802222013', '-0.7109425664', '-0.8261336684', '-4.694195271', '-4.28026247', '-3.209244728', '0.3845018744', '-0.5965234637']","['-3.143882275', '-0.3215783834', '0.01996611431', '-0.3770138919', '0.5985509753', '-2.577339649', '-3.21850276', '-1.018831015', '-1.472888231', '-0.6050790548', '1.043775797', '-0.4437670708', '-0.3899894059', '-0.5303214788', '-2.890411139', '-1.903145909', '-0.7444885969', '1.6884408', '0.8636540174']"
1302,"['-3.092307806', '-1.385147929', '-2.746916056', '-1.462103605', '-1.249002457', '-2.199817657', '-3.21541667', '-1.513759732', '-1.691945314', '-2.496214151', '-1.274154425', '-0.4466405809', '-0.7180024981', '-0.4802646041', '-1.97766304', '-2.324204206', '-1.929008245', '-1.12146318', '-0.6931075454']","['-2.881406546', '-0.8395652175', '-1.82225275', '-2.160797119', '-1.240812063', '-1.379144549', '-2.837825537', '-1.965118885', '-1.029530525', '-1.886080384', '-1.45969069', '-0.9808402658', '-0.9464509487', '-1.217265725', '-2.122874022', '-1.620016694', '-2.029451132', '-1.483927369', '-1.347189188']"
1303,"['0.5409402251', '-0.2592402399', '0.2525755465', '-0.007661928423', '0.4153930545', '-0.660024941', '-0.3620875478', '-1.015474558', '-1.04912591', '-0.8244550824', '-0.9801160693', '-0.4249994457', '-0.4312284589', '-0.0469533205', '-0.3005540967', '-0.5988776684', '-0.5006346107', '-0.7873483896', '-0.07987933606']","['1.133080602', '-0.133826673', '0.6687356234', '0.7177972198', '0.1178059652', '0.3929603398', '1.094003797', '-0.7075396776', '-0.7885781527', '0.4248156548', '0.4435869455', '-0.6076836586', '-0.1072400287', '0.8613285422', '1.787558556', '0.5816060305', '1.466221452', '0.7779031992', '0.7158606052']"
3116,"['1.92992568', '2.248250246', '2.943424463', '1.841089845', '3.053549767', '0.3869827688', '-0.02359894477', '0.8134387732', '1.642694831', '1.011900187', '1.199915051', '2.011671543', '1.989953995', '1.709072828', '0.1767497808', '1.044436216', '0.5528491139', '1.218301415', '0.8252004385']","['0.4997035861', '1.197823644', '1.786419272', '1.340171814', '1.315691352', '-0.7481187582', '-0.6336584687', '1.154333591', '0.1194209307', '0.6404457092', '1.984925032', '-0.317370981', '0.2170716971', '1.098447442', '-0.3244930208', '-0.6708302498', '-0.3484924138', '1.046473503', '-1.081610084']"
3122,"['-0.8858353496', '-1.265800476', '-1.814711571', '-1.868014336', '-1.642690659', '-1.204715014', '-1.204949141', '-1.128535032', '-0.7619675398', '-1.306723952', '-1.351930618', '-0.2629062831', '-1.016380548', '-0.4801011682', '-1.126993656', '-0.2404148579', '-0.2971870601', '0.2942663729', '0.01852910966']","['-0.2631367445', '-1.112965941', '-1.220632076', '-1.262899399', '-2.054867268', '-0.3801682293', '-0.2944760323', '-0.5533493757', '-0.476775229', '-0.6115412116', '-1.062407494', '-0.8175004125', '-1.218053818', '-0.7766728401', '0.07382182777', '0.2221650779', '0.3043060899', '-0.3459105194', '0.02932194807']"
3125,"['-0.1911164373', '-0.7784133554', '-0.3016518056', '-1.201709986', '0.3513199985', '-0.9609650373', '-1.052502632', '-0.9947968721', '-1.586609483', '-1.329017282', '-0.8085023165', '-0.7404845357', '-0.1351414621', '0.06383069605', '-0.1556616277', '-1.399694562', '-1.049938083', '-0.3103516698', '-0.9960792065']","['1.493326664', '0.1376240104', '0.6224591732', '-0.7507871985', '-0.4745793045', '0.581286788', '0.8341992497', '0.603644073', '0.3118962348', '0.890376389', '0.267054081', '-0.484841913', '0.6327638626', '1.018078327', '1.159998417', '0.3282596767', '1.023720622', '1.324690819', '1.638597488']"
3140,"['-2.135748386', '-0.8648263216', '-1.606752753', '-1.205262542', '-1.213029146', '0.2452532798', '-0.7558569908', '-1.067127705', '0.1410992742', '-0.5438192487', '-0.1923305243', '-0.3726221025', '-1.357005477', '-1.166151762', '-1.206198096', '-0.714849174', '-1.394040704', '-0.4160547853', '-2.381656885']","['-1.540995717', '-0.4136153162', '-0.8860131502', '-1.115227461', '-0.5547353625', '1.027115345', '0.3158271909', '-0.6744919419', '0.4281494319', '0.1744319797', '-0.0536615476', '-0.7484816909', '-1.157595634', '-0.9734244943', '0.262721926', '0.4621128142', '0.06718037277', '0.1767473668', '-1.575779319']"
3143,"['1.189377546', '1.377964973', '1.533816457', '1.448084474', '1.89867866', '1.385424495', '1.444951177', '0.5634303093', '1.275743604', '1.437275648', '0.6314735413', '1.404270172', '1.300103188', '0.8156618476', '0.4978043437', '0.7951337695', '0.6090346575', '-0.4068009257', '-0.3793834746']","['0.2149804384', '1.165695786', '0.9545373321', '0.1156864762', '1.434036374', '0.5387375951', '0.6280912757', '-0.5116653442', '1.287022948', '1.097199798', '-0.7569829822', '2.375668526', '1.04772532', '-1.31722784', '0.7123744488', '1.420601487', '1.314189315', '-0.332708329', '0.2424950898']"
3166,"['-1.576320648', '-1.154182673', '-1.600880146', '-0.6527275443', '-1.857218742', '0.7930828333', '0.01913371123', '0.4944794178', '0.4346395731', '-0.07208458334', '0.6354364753', '-1.688777447', '-1.759712219', '-0.4018323421', '0.3110169768', '0.4102770388', '1.089989781', '1.915138483', '-1.281998754']","['-2.864455938', '-3.11968112', '-3.062296391', '-1.480710745', '-3.498980045', '1.031622171', '0.2536296844', '-0.064463377', '-0.964279294', '-1.67092669', '-0.5182296038', '-3.636225939', '-3.620722771', '-1.749439955', '1.166413069', '-0.4952326417', '-0.8157943487', '0.1591402888', '-2.76964283']"
3167,"['-0.2576025426', '0.6018890738', '0.4078760743', '-0.5653248429', '0.3210271001', '-1.676705956', '-1.748106956', '-0.3637827933', '-0.200568378', '-0.7582232356', '-0.3954190612', '1.684687018', '1.046963096', '0.8544908166', '-2.61160183', '-1.674842715', '-2.359672546', '-0.204183951', '0.08758205175']","['-2.587514162', '-0.3328617513', '-1.3074435', '-4.052247047', '-0.4530977011', '-3.630746603', '-4.099217415', '-3.626801014', '-3.155135393', '-3.707226753', '-3.70314765', '-0.8252796531', '-1.783864498', '-2.128551245', '-3.357211113', '-3.849685907', '-3.82127285', '-1.701049447', '-2.947571516']"
3170,"['2.937962294', '1.015158415', '1.903089404', '2.701030254', '1.307533264', '0.8544421792', '1.883013606', '1.16286087', '-0.2124496698', '-0.1945627779', '0.5115529299', '1.104312181', '0.4253786206', '0.3524515927', '-0.4935909808', '-0.9574142694', '-1.597673893', '-1.337600589', '-0.1827968955']","['2.106176853', '0.670971334', '0.8637274504', '0.8624358177', '0.5870162845', '0.8519441485', '1.71339035', '0.4959831536', '-0.2064603567', '-0.302162379', '-0.8713108897', '0.1521103978', '-0.2670488358', '-0.9087274075', '0.04792050272', '-0.8390705585', '-1.167285919', '-1.76462245', '-0.4780033231']"
3173,"['-0.5272307992', '-0.3387230337', '0.1745359898', '0.01894811913', '0.1112971604', '-2.047468901', '-3.185051203', '-1.347180009', '-1.422776937', '-1.275996923', '-0.2044252306', '-0.7440869212', '-0.1729511768', '1.129364252', '-3.328205824', '-3.21449852', '-2.463762283', '0.07368702441', '-1.020909429']","['0.7297734618', '-1.250006199', '-0.1173506156', '-0.2082290053', '-1.018636703', '-0.4684842229', '-1.099715352', '0.1925062835', '-1.274430752', '-1.243883133', '-0.6612378359', '-1.393309951', '-0.8798421621', '-0.3273309469', '-2.591686964', '-1.811945438', '-1.609703779', '-0.1432469338', '-0.05863650516']"
3176,"['1.255429506', '1.678612947', '1.548579097', '0.5873681903', '0.9279927015', '1.499311686', '1.874156475', '1.790602803', '2.162725687', '2.134041786', '1.521852374', '1.736073852', '1.274055004', '1.120311856', '2.162880182', '2.86528039', '2.675129652', '3.416470766', '1.889646173']","['1.081977248', '1.415612936', '1.423509121', '1.536618114', '1.165166378', '1.364623427', '1.687894583', '2.450479746', '1.393838286', '1.613713026', '2.205567598', '1.050393343', '1.272448421', '1.760958672', '1.572124362', '1.997325301', '1.907955527', '2.548583984', '1.605706692']"
3189,"['-1.192592263', '-0.4318672717', '-0.03768486157', '0.6773575544', '-0.07080195844', '-0.7144938707', '-1.714549184', '-1.841441631', '-0.1687328368', '-0.3536971211', '-0.9273991585', '-0.128142029', '0.5077698827', '0.4360952079', '-3.213829517', '-1.954676509', '-1.73549509', '-1.530481577', '-0.0786145553']","['0.1142489985', '0.3735279739', '1.262480259', '1.613533974', '0.8137231469', '-0.580337584', '-0.2164242864', '0.4574415386', '0.8070442677', '1.550461054', '1.439687848', '0.6107127666', '1.530362248', '1.332283258', '-1.581778884', '-0.3229270875', '0.4415409267', '0.8216435909', '1.028379202']"
3190,"['-0.9310004115', '1.508369803', '1.692472696', '0.662548244', '2.056391954', '-0.3536063135', '-0.6808399558', '-1.199710727', '2.078695059', '1.763462782', '-0.01628430001', '2.212298632', '2.07248807', '1.410979033', '-0.5774379373', '0.7416687608', '0.3869308531', '-1.045985937', '1.624125719']","['-1.030319333', '-0.7693913579', '-0.5791205168', '-0.03052239493', '-0.2288448513', '-0.8962026238', '-0.7228450775', '0.4520693123', '-0.09433939308', '-0.4821787775', '-0.1306714714', '-0.1147573143', '-0.1479655355', '0.7319474816', '0.05160131678', '-0.09693471342', '-0.2281990051', '-0.04447379708', '0.2387337983']"
3200,"['0.1258466244', '-0.1682874709', '-0.04250949249', '-1.610699773', '0.1225422248', '-1.657381415', '-2.114405155', '-2.792435646', '-2.272815704', '-1.853659391', '-2.612817287', '-2.020488262', '-1.373851657', '-2.28709197', '-3.444726706', '-2.183468342', '-2.548982143', '-2.141378164', '-0.8234561086']","['-0.714612484', '-1.066846013', '-0.5767990351', '-1.404669285', '-0.457049191', '-1.872702003', '-1.715521574', '-2.195664406', '-1.272162795', '-0.9366075397', '-1.798324227', '-1.398269415', '-0.8658745289', '-2.047860146', '-2.677406788', '-0.763425529', '-0.9195005298', '-1.23071897', '-0.2096190602']"
3206,"['-1.864103913', '-2.104067087', '-2.976121902', '-3.329570293', '-3.235520363', '-1.358654261', '-0.8736644983', '-2.525760174', '-1.886730194', '-1.998901606', '-3.338253975', '-2.554840088', '-3.28777957', '-4.312486649', '3.051526546', '1.604606271', '1.749864459', '0.3364980519', '0.2968298197']","['-2.642243862', '-2.236508369', '-3.146380901', '-4.043929577', '-3.055340528', '-2.501603365', '-1.913601756', '-4.330872536', '-2.555854321', '-2.589456558', '-4.540782452', '-2.675534964', '-3.27551198', '-4.575793266', '0.8100699186', '0.02956043929', '-0.164040789', '-1.493155599', '-1.079738736']"
3212,"['-2.911463976', '-1.835108757', '-2.918628693', '-2.724116325', '-2.465409994', '-1.643339753', '-3.02652216', '-1.735352635', '-1.873503685', '-2.823801279', '-1.99227798', '-2.179668903', '-2.456877947', '-1.429022431', '-2.722147465', '-2.151409864', '-2.754506588', '-1.021175265', '-2.160816431']","['-2.09000659', '-0.3688597977', '-1.820018291', '-1.954058528', '-0.769531548', '-0.781429112', '-2.356810331', '-1.921384096', '-1.105844855', '-1.842079997', '-1.573581338', '-1.103760958', '-1.057992816', '-0.6548601985', '-2.036275148', '-1.006343961', '-1.493543983', '-0.1278207749', '-0.6215541363']"
3220,"['-0.06994972378', '-0.631270051', '-0.7843572497', '0.06317872554', '-0.9436056018', '-0.8719112873', '0.08643274754', '0.6806930304', '-0.917810142', '-0.4937660694', '0.697321713', '-1.128648281', '-0.9057461619', '0.3826437294', '-1.039798737', '-0.943020463', '-0.2003045082', '0.612831831', '-0.6471682787']","['-0.9785166383', '-2.285820007', '-1.6796422', '0.6799434423', '-1.454250455', '-2.81756568', '-1.558474302', '0.8322838545', '-2.419121742', '-1.203009605', '1.130926967', '-1.661481977', '-0.863240242', '0.8217842579', '-2.376008511', '-1.818960071', '-0.6502441168', '0.8952959776', '-0.6953778267']"
