sub_id,soc_win,soc_loss
1242,"['0.1096136346', '-0.9950996041', '-0.0233367309', '0.2764464915', '1.393540978', '0.7118794918', '1.405060768', '-0.4826446474', '0.6496529579', '-0.2958665788', '-0.008580069989', '0.7449105978', '1.116716385', '2.459422112', '2.980499029', '3.064810753', '0.6479710937', '-0.03029783815', '0.8544214964', '3.075404406', '3.126956463', '2.436706781', '-0.01582966745', '-0.4555497468', '0.5194345713', '0.7745590806', '0.8127055764', '1.259223938', '1.124256968', '2.34340167', '-0.4264818728', '1.0911479', '-0.06536076218', '2.173043728', '3.41181469', '2.75972414', '2.787481308', '-0.8924688101', '-0.3677669168', '0.681712985', '3.371371508', '3.821413517', '2.508399248', '1.025128126', '-1.83186698', '1.371996522', '2.546015739', '-0.1312225759', '-0.5100883842', '-0.3023804128', '-0.2346688658', '0.3589118123', '-1.413071513', '-2.143437386', '-1.194765806', '0.4483075142', '-0.6828231812', '-0.07239048928', '-1.683947921', '-0.03008832783', '1.354105115', '1.102737904', '-1.124900937', '0.04798443988', '2.441003323', '2.899250269', '1.791254282', '-0.128269285', '1.14327836', '2.990233898', '2.134873629', '1.482168198', '1.044535518', '0.877083838', '0.8788536787', '-0.2228609324', '-0.04743016511', '-0.2906312644', '-0.4586346447', '-0.7067027688', '-0.0311920885', '0.3519343138', '0.1481238157', '2.379113436', '2.830476761']","['0.412396431', '0.2219350785', '-0.1440886706', '0.3525795043', '2.196132898', '1.421196818', '1.840247989', '-0.5149725676', '1.749215841', '0.513579607', '0.3830283582', '1.19467175', '0.4560743868', '1.396717668', '2.538364649', '2.394626856', '0.9967785478', '0.6479366422', '1.15937686', '2.679867983', '3.122406006', '2.395287037', '0.2727925181', '0.2462063134', '1.251266479', '2.23341918', '1.803304553', '1.266579986', '1.956197858', '2.112635851', '-0.9499104023', '0.8412510157', '0.1916141957', '1.667202353', '2.944643021', '2.629616022', '1.973778367', '-1.462092042', '-0.2873930335', '1.252535343', '2.888522387', '3.146950245', '3.125025034', '1.435452819', '-1.613370776', '1.913099885', '2.910052538', '0.8417930007', '1.509763122', '1.103441715', '0.7558832169', '0.9896640182', '-0.9554471374', '-1.047752261', '0.6234030128', '1.801791072', '-0.9111450911', '0.1947594285', '-1.206254363', '0.3684701622', '2.306600094', '2.109942198', '-0.9025373459', '0.3691076636', '2.3072896', '2.988238096', '2.973733902', '0.8582096696', '1.20543015', '2.859169006', '2.497256756', '2.716564417', '2.611765862', '1.809419036', '1.362608552', '1.135812283', '0.8772288561', '0.6011210084', '1.274399519', '-0.1292038709', '0.4860959351', '1.697755933', '0.2336111367', '2.017635822', '2.742139101']"
1243,"['-1.550806999', '0.5126100779', '-2.880517483', '-1.285989285', '-0.661178112', '-0.06863301247', '0.3819684982', '-0.6227342486', '1.171745062', '1.784748316', '1.153640985', '-2.853448868', '-0.5402138829', '0.2364449948', '-0.3476619422', '-0.6585412621', '-2.072165012', '-3.672990799', '-1.18248117', '-0.3172827065', '-0.5872523189', '0.1623838395', '-1.072111487', '-2.078121901', '-0.8346080184', '0.3154166937', '-0.003021275625', '0.5448805094', '-1.89793551', '-1.804675341', '0.7338864803', '-1.141282916', '-1.583751559', '-0.2847619951', '-0.7389534116', '-2.063540697', '-1.738641977', '0.7465589046', '-1.43160522', '-2.39652276', '-2.360837698', '-1.606452823', '-1.412419319', '0.08462084085', '-0.4434635341', '-0.7165066004', '-1.501305699', '-1.031237602', '-0.08362809569', '1.673746705', '-2.445258379', '-2.895294905', '-2.080026627', '-1.312916875', '-1.858018637', '-3.006840944', '-1.204851747', '-1.969989538', '-0.9726316333', '0.02272202261', '-0.7459304929', '-2.462128162', '-1.391559839', '-0.8362751007', '-0.5603210926', '-0.8914097548', '-0.5154322386', '1.181438923', '-0.5008784533', '0.3036833405', '0.7095699906', '1.803347468', '2.599797487', '-2.721011877', '-1.36942184', '-0.7232042551', '-0.9409354925', '-0.6211130023', '-0.04147131369', '0.37878865', '-0.230016157', '0.5054610968', '0.6673280597', '0.2759585679', '0.8986101151']","['-1.390905619', '0.6952294111', '-1.964758754', '-0.5970483422', '-0.8243857026', '-0.00859230943', '0.3647460043', '0.6568191648', '1.257206321', '1.660068393', '1.153347254', '-2.456960201', '-2.553472519', '-1.721856356', '-1.641210198', '-1.785466194', '-0.5267773867', '-2.607027531', '-1.688380599', '-1.34954524', '-0.8835268021', '-0.2769961059', '0.1370814145', '-1.281949878', '-0.2226153612', '-0.2335456461', '0.4519389272', '0.750033319', '-2.907996893', '-2.889330864', '1.380700111', '-0.8437920809', '-2.004831076', '-2.171116829', '-1.530403018', '-2.144034863', '-2.100218058', '1.390084386', '-1.154868603', '-2.618123531', '-3.599675417', '-2.147696495', '-1.272979617', '-0.3779616952', '-0.7791489959', '-1.624236465', '-1.977042079', '-1.223638773', '0.3408724964', '0.8674148321', '-1.715007186', '-2.459198236', '-1.525631547', '-1.203522801', '-1.935686231', '-3.500156641', '-1.235011578', '-1.76518929', '-0.7998215556', '-1.048077822', '-0.8272423744', '-1.840809226', '-1.525031447', '-1.338053465', '-1.549472332', '-1.096655369', '-0.4638867378', '0.5312147141', '-1.896030784', '-0.5751703978', '0.3413127661', '1.117307901', '1.137865186', '-1.364223361', '-0.9943329096', '-1.56579566', '-0.6559764147', '-0.7025492787', '-1.087247252', '-0.07111923397', '-1.022055864', '-0.2080813199', '-0.2383629829', '-0.3344590962', '0.170208931']"
1244,"['-1.1871562', '0.7675741911', '0.5426203609', '0.2403694242', '-1.025152445', '-0.01283399295', '0.1255381852', '0.3370476365', '-0.4592777789', '-0.2798678875', '-1.040517211', '1.056128979', '1.658011198', '0.9704451561', '0.8463507891', '0.8420253992', '0.8218148947', '0.8754252791', '0.8219524026', '-0.1786901504', '0.1487309635', '-1.024132967', '1.247748375', '0.2916939855', '-0.6842052341', '-0.7313289642', '-0.1727238297', '-1.017611623', '-0.02397741191', '-0.5777395368', '0.1197157204', '-0.5464161634', '-1.319666147', '0.5544967055', '1.321460605', '-0.2424650043', '-0.4623109996', '0.01313930936', '-0.5584107637', '-1.412354231', '-0.1294325292', '0.177100271', '-0.8233396411', '-1.164632082', '0.09253127873', '-1.148139119', '-0.2793754041', '0.27345258', '0.1363262832', '-0.06443265826', '-0.85218817', '-1.230474949', '-1.961752772', '-1.148241162', '0.6319795251', '1.251688123', '-0.6495642066', '-1.060522437', '-1.981390119', '-0.9439908266', '1.063149214', '0.3364455402', '-1.451344013', '-1.842465401', '-1.041685462', '-0.09512741119', '-0.7520617247', '-0.1996950358', '-1.869315147', '-0.9260075688', '0.03725704923', '-0.08025808632', '-0.2282291055', '-1.689726233', '-0.8543713689', '0.6271297932', '-2.767638206', '-1.860424757', '-0.08376426995', '-2.593349457', '-2.090594053', '-0.01135803387', '-1.448508143', '-1.271876454', '-0.06025915965']","['0.0215116553', '1.118414044', '1.364599824', '1.461177945', '0.6004803181', '-0.2095086128', '-1.303387523', '0.1677678674', '0.5140490532', '0.2465305328', '-1.862087488', '1.402415752', '1.844227433', '0.5614480972', '-0.8329367042', '-0.9803131223', '1.61898911', '1.101599336', '1.526621342', '1.318360448', '-0.8793088198', '-2.046626329', '1.905586839', '0.3847500384', '-0.4724278748', '1.146549821', '0.9058253169', '-0.7436047196', '-1.443778753', '-1.239596009', '1.643389106', '1.045433521', '-0.7860220075', '0.5877982974', '0.6191572547', '-1.248774886', '-1.515814543', '1.714687943', '0.5086455941', '-0.8805615306', '1.323045611', '1.585317254', '-0.2337498516', '-0.8445489407', '0.876252234', '-0.82709831', '0.6739427447', '1.574485779', '1.774773479', '1.23680222', '-0.21963121', '-0.5042230487', '-2.699578285', '-2.86843729', '-1.159010887', '-0.1569918841', '1.072368264', '-0.1817845404', '-1.755390763', '-1.119042993', '0.9968161583', '0.658161819', '-0.9254367352', '-0.7379943132', '0.8014122248', '1.763639927', '0.7391572595', '0.4406452477', '-1.139043212', '0.3843598664', '0.7880485058', '0.8106941581', '1.127572656', '-2.45672822', '-2.285075903', '-1.456935406', '-3.844769239', '-3.791241646', '-2.502252817', '-2.791321516', '-2.556428194', '-0.4352664053', '-0.3602281213', '0.03309686109', '1.091702104']"
1248,"['2.30675149', '0.6835389733', '-0.6309362054', '-0.9973593354', '1.704227209', '1.230873108', '-1.347984076', '-0.7803366184', '0.3740648329', '0.5374117494', '-1.645024419', '-1.094600081', '-1.977256894', '-0.8326237202', '0.1147505268', '0.9380309582', '1.862531066', '-1.548334241', '-1.824385643', '0.4731584191', '0.5993572474', '0.3290306032', '1.486602902', '-1.427352428', '-1.869317293', '-0.2026589811', '0.5204805136', '-0.1223755553', '0.4519865811', '2.64992547', '1.49373281', '1.031970978', '-2.006596327', '-2.676571369', '-1.862783074', '-0.06460425258', '2.05819416', '-0.1161688045', '-0.696838975', '-2.666499138', '-1.893812776', '0.8481265903', '0.8430274129', '0.9295110703', '-1.577092648', '-2.461675644', '-1.585166931', '0.73636204', '1.732499719', '1.023779988', '2.429419041', '2.902521372', '1.408358335', '-2.560403824', '-2.419156313', '0.4546753168', '1.792348266', '2.01619935', '-0.376480937', '-2.81176424', '-2.18107152', '-0.7172513008', '0.1194648519', '-1.419682503', '-1.306985974', '0.5791252851', '0.1383989602', '-0.550003767', '-1.763244867', '-1.56405437', '0.8441378474', '1.484822392', '0.13026838', '3.377786875', '-0.1170655489', '-1.65125978', '2.021301031', '-2.754314184', '-2.92663908', '0.2027889788', '-2.112459183', '-2.1399436', '-0.5593101382', '-0.367770493', '0.09467922896']","['2.139429569', '0.1262340099', '-1.567831516', '-0.5993988514', '1.18331039', '1.007924676', '-1.311604023', '-1.234606266', '-0.7177926898', '0.137263', '-0.9489794374', '-2.074082851', '-0.5007212162', '-0.4461407661', '-0.372374177', '0.5225564837', '0.3884154558', '-3.122595549', '-1.65190804', '0.3592860699', '0.4484868944', '0.5280324817', '0.2987453341', '-3.138835669', '-2.20396781', '-0.3266372681', '1.245610952', '1.545375109', '0.2202484608', '2.456713438', '1.621192575', '-0.5444819927', '-2.219665766', '-1.461975813', '-1.274865031', '-0.2854450345', '1.561383247', '0.2096767277', '-1.990901113', '-3.053100348', '-0.8788424134', '1.1771487', '1.007789612', '1.223357797', '-2.525872707', '-2.940126419', '-0.6444656253', '2.163670301', '3.124860287', '2.278325081', '1.96134603', '1.883556843', '0.2841066122', '-1.997226357', '-1.181436896', '0.3704925179', '2.597566843', '0.9254716635', '-1.353131056', '-2.040671349', '-1.217306733', '-0.6612725258', '-0.8715486526', '-2.240897417', '-0.4316419959', '1.290394187', '0.5198468566', '-0.1258990765', '-2.240348101', '-0.6962890625', '1.823031902', '2.748296022', '1.279679298', '3.288327932', '-0.1023285016', '-1.822527528', '1.768598676', '-2.17058754', '-2.562644005', '-0.3351366222', '-2.11741519', '-1.810351014', '-1.203998804', '0.08398439735', '0.8321498036']"
1249,"['1.12991941', '0.1733943075', '2.350995302', '1.097875476', '0.2146579772', '1.321134925', '2.087436914', '2.898502827', '0.319376111', '1.134173036', '1.182224035', '-1.968247533', '-0.4924845397', '0.141986683', '2.225038052', '3.127464771', '1.05664587', '0.8335696459', '-0.2064591497', '-0.5150060654', '0.9204369783', '0.9653263688', '4.022027969', '4.979825974', '3.063086748', '-0.03171304613', '0.4967599511', '0.3414016366', '2.209666491', '2.639579058', '2.485503435', '0.2062568069', '-1.762738347', '-1.565024137', '-0.3384109437', '2.34048748', '2.016090155', '2.128416538', '2.103248358', '1.270795226', '-0.5836322308', '-0.4244880676', '0.6631610394', '0.1562146395', '1.947811723', '2.507059813', '0.1870236099', '-0.002658107085', '0.7284221053', '0.3330653608', '-1.620206594', '-1.048241973', '-1.549525738', '-1.562691331', '-0.2750520706', '1.843959212', '0.5174162984', '-0.3979554474', '-1.497101307', '-1.937189579', '-1.034726501', '1.378617764', '-0.09468311071', '-0.8336694837', '-1.394147754', '-0.947196126', '-0.3177339733', '-0.2482245415', '-1.071783662', '-1.587860942', '-0.724211514', '0.324147433', '0.3494564593', '1.091289997', '-0.2590898573', '-1.010957599', '0.3356668055', '-0.7853691578', '0.2906445265', '-0.9269129634', '-1.523988247', '-0.2518227994', '-0.8005152345', '-0.6848372221', '-0.5952292681']","['0.8457493186', '-0.703463912', '1.798770189', '0.9988812804', '0.1498281807', '1.518805861', '2.210175037', '2.463264465', '0.8449165821', '2.048554897', '1.704519987', '-1.865578294', '-0.5850735307', '-0.4118337333', '1.830621362', '2.354425669', '-0.2655588686', '0.3501517475', '-0.2364435941', '-0.1984224468', '1.860454082', '0.7346436977', '2.498037338', '3.8106215', '2.885046959', '1.073553205', '1.660019755', '0.8302880526', '1.273606539', '1.776682019', '1.670133114', '-0.09189651906', '-1.329175949', '-1.371695161', '-0.3289372027', '2.00087285', '1.078453422', '1.122080684', '1.709092975', '1.611263871', '-0.08060511947', '0.2000731081', '1.4332515', '-0.05186996609', '2.244884253', '3.055078745', '1.216387987', '1.295238853', '1.766939163', '0.9112040401', '-1.474188328', '-0.9395448565', '-1.40884316', '-1.152721524', '0.07888654619', '1.339969516', '0.4816784561', '-0.5389122963', '-1.529697061', '-1.601186872', '-0.3937768638', '1.340426803', '0.08918239176', '-0.6973549128', '-1.154154897', '-0.539529562', '-0.279699415', '-0.8002076149', '-0.5790816545', '-1.083612084', '-0.1104499549', '0.4726127386', '-0.04980493337', '0.2959122062', '-0.4209202826', '-0.6284166574', '-0.7989547253', '-0.4000684619', '1.147158742', '-1.890207171', '-1.099383235', '1.003670573', '-1.708371997', '-1.176324487', '-0.4767424464']"
1251,"['1.589055419', '-0.7330185771', '1.718640924', '1.797255993', '1.334502935', '-0.07898600399', '-1.122919321', '-0.367159158', '-1.218304992', '-0.6787804365', '0.2619644701', '0.9978112578', '0.2873896658', '0.3408225477', '-0.6490684748', '-1.512616158', '2.169639587', '1.042287588', '0.8525106907', '0.6126033068', '-0.5162467957', '-1.074511886', '1.380533099', '0.07988516241', '-0.2267022878', '0.326200068', '0.1212158427', '0.1453886926', '0.3032054603', '-2.215292692', '0.2610534728', '-0.6185402274', '-1.761195183', '-1.425252795', '-0.3733250797', '-0.9597783685', '-2.470112085', '1.211935997', '-0.7526372671', '-2.418668747', '-1.409411788', '-0.1068324894', '-0.3785504401', '-1.458866239', '-0.5413681865', '-1.202835679', '-0.7022264004', '1.151878119', '1.053645134', '-0.3157785535', '0.1840510666', '-0.3603838086', '0.1309745461', '0.2702997625', '0.01804482751', '-0.8739862442', '0.1696448028', '-0.6175407767', '-0.9714620709', '-0.5174326897', '-0.6076394916', '-1.030492902', '-0.598749876', '-1.799180269', '-1.815729022', '-0.3254689574', '0.07260740548', '0.1510938108', '-1.339696288', '-0.8350135684', '2.562906742', '2.895593405', '0.4982974529', '-0.4229864478', '0.3813963234', '0.6777226925', '-0.01479908545', '0.1558617055', '-0.7062963247', '0.6492824554', '0.1298901439', '-1.423358917', '0.7565068007', '-0.514788866', '0.00903642457']","['2.024668217', '-0.3007249534', '2.004532814', '2.127549171', '2.256316185', '1.010091782', '-0.9817202687', '0.2027078718', '-0.9289358258', '-0.1428324431', '0.06560366601', '1.620137334', '0.9807291627', '1.499003768', '0.4842123091', '-0.6733878255', '1.708396435', '1.170140505', '0.7531377673', '0.8447981477', '0.07167156041', '-0.8462740183', '0.3945282102', '-0.4786081314', '-0.6991270185', '-0.6707103848', '0.05743390694', '0.02310474031', '-0.09526909143', '-1.612669587', '0.9643731713', '0.1227513105', '0.2625162303', '0.06260005385', '0.566177845', '-0.03128039837', '-1.45521605', '1.000710964', '0.4986090362', '-0.2526877522', '-0.4320530295', '0.02832990512', '0.3720691502', '-0.8868973851', '0.1691156477', '-0.3380862772', '-0.5305799842', '0.1083127186', '1.464752197', '0.1009214297', '0.7235169411', '0.04540352151', '0.2579679191', '-0.2673219144', '-0.6032114029', '-1.421626806', '0.4074254036', '-0.2212334573', '-0.590656817', '-0.3707898557', '-0.3858126998', '-0.5002615452', '-0.03863483295', '-0.8006274104', '-0.6339755654', '-0.07674545795', '0.7247937322', '0.2716623247', '-0.3008696735', '-0.2955788076', '1.22928822', '2.924108267', '1.452375889', '-0.1210924163', '-0.3104184866', '-0.2425026149', '0.1813203841', '-0.1975420862', '-0.8503267169', '0.3146696687', '0.2074631304', '-0.8219687939', '0.3495961428', '0.08384019136', '0.04502920434']"
1255,"['-0.0183626283', '-0.3601275682', '1.201427698', '0.5255886912', '0.5026444197', '-0.9354374409', '-1.797079921', '-0.6545212269', '-0.8374040723', '-1.239231944', '-2.149313927', '0.3730938733', '-0.1207057983', '-0.7185184956', '-0.9050633907', '0.3209255338', '-0.08553214371', '0.6080998778', '-0.08583165705', '0.4208311439', '0.14375633', '-0.3147568405', '0.858923614', '2.257760525', '0.2573762238', '0.4423834682', '0.1310711503', '-1.36224103', '-0.3023357093', '0.7967723608', '1.19387877', '1.7048527', '1.097234607', '0.7328109741', '0.6911849976', '0.5515630841', '1.318099141', '0.07259380817', '1.164079309', '2.258165359', '2.361166239', '2.135588646', '1.379751086', '0.5141069293', '1.462541223', '2.874813557', '2.43508172', '2.364774942', '1.010468602', '-1.122816205', '2.626256704', '3.035915375', '1.136097312', '-0.4648048282', '-0.05233187601', '0.7246236801', '2.603781223', '2.892165899', '1.969490767', '1.756768346', '1.184442163', '1.183408737', '1.823367953', '2.273601532', '2.866230965', '2.607493639', '1.118800044', '-0.01897628978', '2.113687038', '1.366040468', '1.802970529', '1.017175794', '-0.873431921', '0.8196743131', '0.1451147646', '0.24625054', '-0.6492418051', '-0.1590076834', '0.8883681893', '0.4452300966', '0.8963382244', '1.065616488', '1.609347105', '2.081090212', '1.117131829']","['0.7514134049', '-0.07891890407', '2.414865494', '1.946242929', '1.926369786', '-0.08861896396', '-1.194104552', '-0.2233668268', '0.3390091658', '0.2934405506', '0.1265520453', '0.6897855401', '1.096676469', '1.392112732', '-0.6208854318', '-0.9704965353', '0.6091695428', '1.637365937', '1.97715199', '2.577919006', '0.2438343018', '-0.8278850317', '0.07657276839', '1.12953794', '1.280256867', '1.210336208', '0.5830515027', '0.01537976135', '-0.6376958489', '-0.7315388322', '1.646638989', '2.075989723', '1.000328422', '1.174681425', '1.803700686', '0.6630812883', '-0.1112784818', '0.3602809906', '1.165421367', '1.46365118', '3.058716536', '3.332037926', '1.628721356', '-0.1044657975', '0.320607841', '1.250170588', '3.079434872', '3.124202251', '1.49316442', '-0.1344927847', '2.36785841', '2.739322186', '1.786139607', '0.0807217285', '0.4854839146', '0.05573264882', '3.019673347', '2.72653389', '1.302118182', '1.1792202', '1.652503848', '1.236615896', '1.787089109', '1.354650497', '2.124281168', '2.06153059', '0.5189182758', '0.04332578182', '1.851900101', '2.510831118', '2.284352541', '0.5987361073', '-0.6947699785', '0.9222904444', '0.1644850671', '-0.5663272738', '-0.2345605344', '0.3154737353', '1.266445756', '-0.3493147194', '0.246113494', '1.142653227', '0.6751388907', '0.7982382178', '-0.1311993152']"
1276,"['1.781941772', '1.187568545', '0.4196392298', '0.688608408', '1.575490832', '1.877638578', '1.068485856', '-0.3569046259', '1.553574562', '1.358672261', '0.2365888357', '-0.8296587467', '-0.3392378092', '1.354055882', '1.938514709', '1.113896251', '-0.1947638243', '-0.009397885762', '-0.4979856014', '1.082529187', '1.879705191', '1.387532353', '0.68185848', '1.356395245', '0.7597307563', '1.753078341', '1.899716973', '1.308627844', '0.8869369626', '0.49023664', '1.452931643', '1.263029099', '-0.002234350191', '-0.5302451849', '0.02447396517', '-0.05349364132', '-0.27463153', '1.614279866', '0.9906721711', '-0.1159531325', '-0.9210367203', '-0.05098478869', '-0.1667893082', '-0.3930847943', '1.202049375', '0.6228845716', '0.8005537987', '1.609676361', '0.6165588498', '0.3807868958', '0.08667477965', '1.159096122', '-0.3335787058', '-0.3324245512', '0.2621392906', '0.4151733518', '1.577704072', '0.7187666297', '-0.776571095', '-1.019248724', '-0.7557147741', '-1.00049305', '0.217405051', '-0.7243454456', '-0.5416806936', '-0.1348217577', '-1.0837152', '-1.545646667', '-0.3448352218', '0.5066018701', '0.9257700443', '0.4374470413', '0.3662936985', '-0.131485343', '-0.188162908', '0.6337567568', '-0.2451472878', '0.1475803107', '1.153878808', '-0.02914099768', '0.05372015014', '0.5954039693', '1.129276395', '1.172398448', '1.182698965']","['1.995732069', '1.641324878', '1.296405077', '1.684072256', '2.53918457', '3.162157774', '2.765884399', '1.326438785', '2.423774958', '3.401236534', '3.243500233', '0.717230916', '0.6545621157', '0.7186946869', '1.616426587', '1.318346977', '0.3646066785', '0.4911163449', '-0.006752677262', '1.434427142', '2.622525215', '2.651611567', '0.8655552864', '1.405411482', '1.423177838', '2.364938498', '2.973634958', '2.728082418', '1.235493064', '0.7252600789', '-0.4156211317', '-0.2382548749', '0.69214499', '0.7678216696', '-0.1922639459', '-0.8801516891', '-0.9326484203', '-0.4953019917', '-0.7825829387', '-0.9517945051', '-0.6754959822', '-0.2567003369', '-0.7007810473', '-0.5474475026', '-0.4384357333', '-0.2161908299', '0.1710246205', '0.3204254508', '-0.0528424643', '0.1082048342', '-0.1593729556', '0.8840233684', '1.212902546', '1.620423436', '1.85895431', '1.56923914', '0.2439462841', '0.5865997672', '0.4736038744', '0.5689499974', '0.3270774782', '-0.6962934136', '-0.1675283462', '0.0386669971', '-0.009315161966', '-0.5873968005', '-1.358676553', '-1.163654566', '0.885112524', '0.7262216806', '0.03758522123', '0.2403121442', '0.9765583873', '1.059457898', '1.173623085', '0.8696273565', '0.5019382834', '0.9969465733', '2.049785614', '-0.163010478', '-0.3605490625', '0.8703418374', '-0.2880993783', '-0.4618967175', '0.06292676181']"
1286,"['0.9471997619', '1.363187909', '-1.469584346', '0.3352867663', '0.2280834019', '0.5227624774', '1.084470391', '0.07922455668', '-0.003828878514', '0.7216122746', '1.217278481', '-0.02613108978', '1.309892297', '0.9134941697', '0.2602050602', '0.2146358937', '-0.7501488328', '-0.4539510608', '0.7859527469', '-0.2141337693', '-0.3108839691', '0.4977115393', '-0.6841635108', '-2.353900194', '-0.8226503134', '-0.1890770495', '1.928140044', '2.229816675', '1.564996123', '1.095658064', '1.582029581', '2.047772884', '1.734926939', '2.221050024', '1.878779054', '1.397501588', '1.938797235', '0.3518519104', '0.1680924594', '0.3550093472', '1.747544885', '1.193236947', '0.9279030561', '1.301915169', '-1.312265992', '-0.6063524485', '1.222528815', '1.167568088', '2.0736866', '1.5677073', '2.991069317', '4.129288197', '2.806355', '1.582963824', '2.466809511', '2.468118668', '3.158236027', '4.03373003', '2.349924564', '1.291239381', '1.824499726', '2.033927917', '3.172855377', '3.126502752', '2.774012566', '1.865551829', '1.939032435', '2.404806614', '3.820944071', '3.949340343', '2.543314219', '1.785682917', '1.22828424', '0.7829955816', '-0.2219842374', '0.7547413707', '0.5007711649', '-0.3600654304', '0.1147999913', '0.8588100076', '-0.07407464832', '0.100403361', '2.539444447', '2.236884832', '0.8934870958']","['-0.22514534', '1.083437562', '-1.290605664', '0.5921494365', '0.1093417555', '0.4556097984', '0.8397940993', '0.4766587615', '0.7142374516', '0.5548338294', '0.2218675464', '0.2977740467', '1.030188441', '0.08498694003', '0.2944447696', '0.9441076517', '-1.583002806', '-0.4731348455', '0.9713974595', '-0.7304839492', '-0.4678120017', '0.7572654486', '-2.01216507', '-2.747764349', '0.3394933641', '0.0355880633', '1.376663446', '1.583873987', '1.192014694', '0.7019379735', '1.257316828', '1.259329438', '0.1231560335', '0.2437054962', '0.305650562', '0.5937088728', '0.9926450849', '0.3686240911', '-0.4209635854', '-0.3263170421', '1.098317027', '-0.1269349456', '0.08169471473', '0.4317946732', '-2.255416155', '-0.9206126928', '1.764526367', '0.8741726875', '1.84963119', '1.105732918', '0.9897379875', '2.011254072', '0.230056107', '-0.6028581858', '1.062196612', '1.789186478', '2.579883814', '2.911074638', '0.4174286723', '-0.8739575148', '0.3291903138', '0.9642238021', '2.475393295', '2.03487134', '1.932894111', '1.118575931', '0.7347474098', '0.4487365782', '2.766714573', '3.60652566', '2.599570751', '2.037005186', '0.6811034083', '-0.5766080618', '-1.14318049', '-0.1368401498', '-0.7953264713', '-1.747366548', '-0.4117110074', '-0.2091547251', '-1.702183247', '-0.2754675746', '1.330496192', '1.205246925', '0.6876820326']"
1294,"['-1.52797401', '-1.394605637', '0.02408492193', '1.444757819', '0.4694837034', '0.5913990736', '2.508398771', '-1.24057126', '-0.2063350976', '1.097857952', '2.619999409', '2.729727507', '1.571764946', '1.126306057', '1.476017714', '1.817714334', '1.125476122', '2.239277124', '2.988237143', '1.552960157', '1.042402029', '1.837063074', '1.234472513', '1.222831607', '2.556452036', '1.512994051', '1.554846525', '2.074294329', '1.357650757', '1.24945581', '0.7824495435', '0.9351282716', '1.790839553', '0.9290094376', '0.4008943141', '0.4489179254', '0.08759381622', '0.3059023023', '0.4096084535', '0.8131555319', '1.06038475', '0.5103288293', '-0.2295345664', '-0.3425284624', '0.4647061825', '-0.05762636289', '0.6941969991', '0.2105360031', '-0.1373639405', '0.02461098693', '1.515525103', '0.3560067713', '0.9062771201', '1.517597198', '1.70930922', '1.422863245', '-0.6346751451', '-0.6202217937', '-0.02100698464', '0.4915654957', '0.9961721897', '0.6305414438', '-0.4659606218', '-0.3532171547', '-0.3430842757', '-0.05003511161', '0.1010552347', '-0.630666256', '0.6843289137', '0.5379853249', '0.03964702412', '-0.7171741128', '-1.222253442', '1.811542511', '1.316710234', '1.000368476', '1.479067087', '1.472413421', '1.11150229', '0.3430894911', '0.2397464514', '0.750390172', '-0.679058671', '-0.7128953338', '0.509992063']","['-1.483899832', '-1.848114729', '0.1197306365', '0.5202022195', '-0.3283434808', '0.08032496274', '0.4729296565', '-2.560208082', '-1.796348572', '-0.5546277165', '0.9183983207', '2.081459761', '0.9149803519', '0.1049788445', '0.03431301564', '-0.6566715837', '0.315608114', '1.65482831', '1.232948184', '-0.6978991032', '-0.5397689342', '-0.3531271219', '0.08029510081', '0.3004125655', '0.2731258571', '-1.52518189', '-0.4921022654', '0.6689808965', '0.4839121401', '0.5831303596', '0.5316197276', '0.2297135293', '1.43688786', '0.1018212289', '-0.6937773228', '-0.4998765588', '-1.033355474', '-0.3583210707', '-0.444226861', '0.7488616109', '0.5235269666', '-0.7604235411', '-1.139832258', '-1.549497962', '-0.6097527742', '-0.3763744533', '0.08105469495', '-1.699214339', '-1.753697991', '-1.013627172', '0.5246673822', '-0.1514336914', '0.07850299776', '-0.5262767076', '-1.332081079', '-0.4951417744', '-0.6677340269', '-0.9382094145', '-0.08687775582', '-0.6775314808', '-0.8500261307', '-0.4858673811', '-1.187218428', '-0.7139043212', '-0.5939580202', '-0.4234728515', '-0.7584022284', '-1.574583888', '-1.355089426', '-0.7082298994', '-1.195573807', '-2.048867464', '-2.138604641', '0.8142307997', '0.7168640494', '-0.5295097828', '0.9400147796', '0.390524298', '-1.118071914', '-0.1554388702', '-1.094348907', '-0.6743687391', '-0.9927164316', '-1.328911901', '-0.3425494432']"
